Container,SzTpHt,A,Line,Location,Destination,Freight Kind,POD,Position,Booking,Category,Vessel / Voyage,Gross WT,Tare WT,,In Time,A,Holds,Commodity,Haz Details,Temp Req,Units,On Dock,OOG,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5850115,40RE96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-660110,ZIMUMTL0084226,EXPRT,ANAM / 09,31460,4680,,3-5-2020 10:41:08 AM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
CRSU1107160,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-230910,ZIMUMTL0083980,EXPRT,ANAM / 09,29252,2230,,3-5-2020 10:56:08 AM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
WFHU5182545,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-300706,ZIMUVAN0081039,EXPRT,ANAM / 09,27970,3850,,3-5-2020 8:34:40 AM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
EURU1145992,20TD86,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-110482,ZIMUTRT0106909,EXPRT,ANAM / 09,4300,2350,,2-20-2020 3:11:14 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
EURU1142015,20TD86,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-051186,ZIMUTRT0106909,EXPRT,ANAM / 09,4420,2350,,2-20-2020 3:06:17 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
JXLU5964627,40RE96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500406,ZIMUMTL0083649,EXPRT,ANAM / 09,30835,4810,,2-26-2020 1:29:04 PM,,,FAK OR CARGO NOS,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
SZLU9061972,40RE96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-380082,ZIMUMTL0083473,EXPRT,ANAM / 09,30775,4750,,2-26-2020 10:57:20 AM,,,FAK OR CARGO NOS,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
GAOU6107002,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-300914,ZIMUVAN0081188,EXPRT,ANAM / 09,27273,3700,,3-5-2020 8:43:45 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5119590,40RE96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500312,ZIMUMTL0083651,EXPRT,ANAM / 09,30705,4000,,2-26-2020 10:21:39 AM,,,FAK OR CARGO NOS,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZMOU8823926,40RE96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-380182,ZIMUMTL0083474,EXPRT,ANAM / 09,30587.5,4600,,2-26-2020 10:41:13 AM,,,FAK OR CARGO NOS,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
EURU1143623,20TD86,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-071182,ZIMUTRT0106909,EXPRT,ANAM / 09,4595,2350,,2-20-2020 3:28:41 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU6501735,40GP96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-580384,ZIMUVAN0081645,EXPRT,ANAM / 09,27736,3730,,3-5-2020 8:30:09 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU4253743,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-301204,ZIMUVAN0081607,EXPRT,ANAM / 09,26920,3900,,3-4-2020 3:31:05 PM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU4856834,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500216,ZIMUVAN0081168,EXPRT,ANAM / 09,24790,3840,,3-4-2020 3:43:17 PM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
GCXU5070003,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-300916,ZIMUVAN0081188,EXPRT,ANAM / 09,27200,3200,,3-5-2020 8:42:01 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5851209,40RE96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-660312,ZIMUMTL0083007,EXPRT,ANAM / 09,31233.69,4000,,2-26-2020 10:07:31 AM,,,GDSM  GENERAL DEPARTMENT STORE MERCHANDISE,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5124724,40RE96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-660308,ZIMUMTL0083698,EXPRT,ANAM / 09,30586.04,4700,,2-26-2020 11:50:51 AM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU1060587,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-300912,ZIMUVAN0081188,EXPRT,ANAM / 09,27273,3700,,3-5-2020 8:46:23 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8473885,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-300906,ZIMUVAN0081039,EXPRT,ANAM / 09,28960,3900,,3-5-2020 9:04:03 AM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
FSCU8148776,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-301114,ZIMUVAN0081039,EXPRT,ANAM / 09,28640,3830,,3-5-2020 9:27:17 AM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
CRSU9076702,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-301110,ZIMUVAN0081199,EXPRT,ANAM / 09,29070,3900,,3-5-2020 9:42:33 AM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TGBU5483490,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-301316,ZIMUVAN0081188,EXPRT,ANAM / 09,27373,3700,,3-5-2020 9:50:05 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8865994,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-300910,ZIMUVAN0081039,EXPRT,ANAM / 09,27140,3860,,3-5-2020 8:49:11 AM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
FCIU8691573,40GP96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-580184,ZIMUVAN0081645,EXPRT,ANAM / 09,28150,3900,,3-5-2020 8:53:40 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU8930565,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-300708,ZIMUVAN0081188,EXPRT,ANAM / 09,27426,3900,,3-5-2020 8:33:26 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZMOU8814919,40RE96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500306,ZIMUHFX0024798,EXPRT,ANAM / 09,25851,4590,,3-6-2020 11:18:14 AM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZMOU8835927,40RE96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500002,ZIMUHFX0024798,EXPRT,ANAM / 09,25681,4420,,3-6-2020 8:47:10 AM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
SZLU9062752,40RE96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500110,ZIMUHFX0024798,EXPRT,ANAM / 09,26011,4750,,3-6-2020 9:23:28 AM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5833226,40RE96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500308,ZIMUMTL0083654,EXPRT,ANAM / 09,30765,4740,,2-26-2020 10:43:12 AM,,,CUTTLEFISH FROZEN DRIED OR SALTED,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU5646848,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580002,ZIMUVAN937854,EXPRT,ANAM / 09,29880,3900,,3-5-2020 3:03:19 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8923658,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-301108,ZIMUVAN0081199,EXPRT,ANAM / 09,29200,3900,,3-5-2020 9:44:19 AM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU7100465,40GP96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-580284,ZIMUVAN0081645,EXPRT,ANAM / 09,27537,3900,,3-5-2020 9:53:43 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TLLU4441422,40GP96,,ZIM,VESSEL,,FCL,KHH,V-ANAM09-660314,ZIMUORF0962701,EXPRT,ANAM / 09,28904,3700,,3-5-2020 10:23:53 AM,,,CUT GREENS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
GAOU6046268,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-301106,ZIMUVAN0081607,EXPRT,ANAM / 09,26418,3730,,3-5-2020 9:45:21 AM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5859745,40RE96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500304,ZIMUHFX0024798,EXPRT,ANAM / 09,25921,4660,,3-6-2020 12:51:07 PM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZMOU8835418,40RE96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-380484,ZIMUMTL0083662,EXPRT,ANAM / 09,30407.5,4420,,2-26-2020 1:38:04 PM,,,FAK OR CARGO NOS,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5845377,40RE96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500112,ZIMUHFX0024798,EXPRT,ANAM / 09,25941,4680,,3-6-2020 9:21:38 AM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU6538478,40GP96,,ZIM,VESSEL,,FCL,YTN,V-ANAM09-580382,ZIMUVAN0081645,EXPRT,ANAM / 09,27615,3700,,3-4-2020 3:32:13 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
GAOU6434983,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500388,ZIMUVAN937825,EXPRT,ANAM / 09,24218,4000,,3-1-2020 5:15:14 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
FSCU8224496,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100112,ZIMUVAN0081292,EXPRT,ANAM / 09,29280,4000,,3-1-2020 2:34:56 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
CRSU9049076,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100410,ZIMUVAN0081292,EXPRT,ANAM / 09,29350,3900.89,,3-1-2020 9:39:49 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8535565,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100012,ZIMUVAN0081292,EXPRT,ANAM / 09,29370,3950.79,,3-1-2020 11:04:06 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
CAIU4426790,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100014,ZIMUVAN0081292,EXPRT,ANAM / 09,29200,4000,,3-1-2020 11:01:44 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TGBU5760830,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100412,ZIMUVAN0081292,EXPRT,ANAM / 09,29150,4000,,3-1-2020 9:17:19 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
FSCU8155203,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100212,ZIMUVAN0081292,EXPRT,ANAM / 09,29280,4000,,3-1-2020 9:43:31 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TGBU7158842,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100216,ZIMUVAN0081292,EXPRT,ANAM / 09,29150,4000,,3-1-2020 10:09:32 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5127805,40RE96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500486,ZIMUMTL0083836,EXPRT,ANAM / 09,28037.7,4840,,3-4-2020 10:36:39 AM,,,GDSM  GENERAL DEPARTMENT STORE MERCHANDISE,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
TGBU2614451,20GP86,,ZIM,VESSEL,,FCL,YOK,V-ANAM09-470102,ZIMUMTL0083317,EXPRT,ANAM / 09,23750,2350,,3-1-2020 10:06:37 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TLLU4592060,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-301116,ZIMUVAN0081039,EXPRT,ANAM / 09,27950,3700,,3-5-2020 9:21:04 AM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
SZLU9064478,40RE96,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-380486,ZIMUVAN0081687,EXPRT,ANAM / 09,30895.84,4750,,3-6-2020 9:27:44 AM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU7045711,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580314,ZIMUVAN0081666,EXPRT,ANAM / 09,28900,3900,,3-6-2020 10:33:07 AM,,,METAL SCRAP,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TEMU6771459,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380208,SSPHVAN0081388,EXPRT,ANAM / 09,27900,3890,,3-5-2020 9:06:50 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8785311,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500188,ZIMUVAN937825,EXPRT,ANAM / 09,24417,3900.89,,3-1-2020 5:21:30 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8625674,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100016,ZIMUVAN0081292,EXPRT,ANAM / 09,29350,4000,,3-1-2020 10:39:15 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU2752152,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100310,ZIMUVAN0081292,EXPRT,ANAM / 09,29150,4000,,3-1-2020 8:56:10 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU4253682,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100314,ZIMUVAN0081292,EXPRT,ANAM / 09,29350,4000,,3-1-2020 8:43:58 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU7095137,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100114,ZIMUVAN0081292,EXPRT,ANAM / 09,29350,4000,,3-1-2020 2:25:25 PM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8587532,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100416,ZIMUVAN0081292,EXPRT,ANAM / 09,29270,4000,,3-1-2020 9:05:39 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
SZLU9005562,40RE96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500212,ZIMUMTL0083655,EXPRT,ANAM / 09,28420,4780,,2-26-2020 2:06:40 PM,,,CUTTLEFISH FROZEN DRIED OR SALTED,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZMOU8872936,40RE96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500210,ZIMUMTL0083504,EXPRT,ANAM / 09,30541,4330,,2-26-2020 2:36:21 PM,,,POLYMER,,22,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU5777724,40GP96,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-100414,ZIMUVAN0081292,EXPRT,ANAM / 09,29290,3855.54,,3-1-2020 9:11:45 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1179991,20GP86,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-290502,ZIMUVAN0081015,EXPRT,ANAM / 09,20800,2258,,3-1-2020 9:09:30 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1327297,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-090208,ZIMUVAN0081014,EXPRT,ANAM / 09,20800,2260,,3-1-2020 10:17:31 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU2647640,40GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-221316,ZIMUVAN0081112,EXPRT,ANAM / 09,28680,3800,,3-1-2020 10:09:21 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
CAIU3203019,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-090106,ZIMUMTL0084252,EXPRT,ANAM / 09,29217,2185,,3-5-2020 11:22:55 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TEMU4224792,20GP86,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-290802,ZIMUMTL904628,EXPRT,ANAM / 09,29202,2200,,3-5-2020 10:38:42 AM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU7061728,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380012,ZIMUVAN937854,EXPRT,ANAM / 09,29383,3900,,3-5-2020 1:35:26 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TDTU0604904,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380006,ZIMUVAN937854,EXPRT,ANAM / 09,30181,4010,,3-5-2020 1:41:17 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8939398,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380004,ZIMUVAN937854,EXPRT,ANAM / 09,29337,3900,,3-5-2020 1:42:24 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
CAIU3506550,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-210910,ZIMUMTL0083980,EXPRT,ANAM / 09,29122,2200,,3-5-2020 10:54:40 AM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU2621115,40GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380410,ZIMUVAN937853,EXPRT,ANAM / 09,29365,3680,,3-6-2020 9:15:19 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU2298097,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580114,ZIMUVAN937854,EXPRT,ANAM / 09,30200,3700,,3-5-2020 3:37:01 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
GAOU6139355,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580110,ZIMUVAN937854,EXPRT,ANAM / 09,29710,3700,,3-5-2020 3:40:47 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU5865856,40RE96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500310,ZIMUMTL0083471,EXPRT,ANAM / 09,28345,4660,,2-26-2020 10:23:39 AM,,,FAK OR CARGO NOS,,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
BSIU9611688,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380314,ZIMUVAN937854,EXPRT,ANAM / 09,29481,3770,,3-5-2020 2:03:47 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCKU3957168,20GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-370304,ZIMUMTL904748,EXPRT,ANAM / 09,27264,2100,,3-5-2020 3:33:47 PM,,,CHICK PEAS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZIMU1403720,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-210908,ZIMUMTL0083980,EXPRT,ANAM / 09,29312,2260,,3-5-2020 11:26:24 AM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
CAIU2766867,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-230908,ZIMUMTL0083980,EXPRT,ANAM / 09,29242,2200,,3-5-2020 11:32:16 AM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU9445796,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580106,ZIMUVAN937853,EXPRT,ANAM / 09,29494,3950,,3-6-2020 9:36:43 AM,,,WODOPULP,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU2573491,40GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-660114,ZIMUVAN937853,EXPRT,ANAM / 09,29170,3740,,3-6-2020 9:26:51 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU2757122,40GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380210,ZIMUVAN937853,EXPRT,ANAM / 09,29380,3720,,3-6-2020 9:19:51 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8749675,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580116,ZIMUVAN937854,EXPRT,ANAM / 09,28995,3900,,3-5-2020 3:07:25 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
BMOU2002684,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-231110,ZIMUMTL0083980,EXPRT,ANAM / 09,29262,2220,,3-5-2020 1:17:28 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
JXLU8656021,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500202,ZIMUVAN0081199,EXPRT,ANAM / 09,30075,3900,,3-5-2020 2:27:19 PM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU8776059,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-300608,ZIMUVAN0081199,EXPRT,ANAM / 09,29275,3810,,3-5-2020 2:39:28 PM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TGBU7180954,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-301308,ZIMUVAN0081188,EXPRT,ANAM / 09,27271,3700,,3-5-2020 10:41:15 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU1050803,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580102,ZIMUVAN937853,EXPRT,ANAM / 09,29763,3700,,3-6-2020 9:40:13 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
FCIU8992469,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-580016,ZIMUVAN937854,EXPRT,ANAM / 09,29378,3830,,3-5-2020 2:47:29 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
DFSU4236256,40GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380408,ZIMUVAN937853,EXPRT,ANAM / 09,29730,3700,,3-6-2020 9:16:48 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU2584834,40GP86,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-660116,ZIMUVAN937853,EXPRT,ANAM / 09,30028,3720,,3-6-2020 9:25:28 AM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TRIU8199674,40RE96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500182,ZIMUMTL0084029,EXPRT,ANAM / 09,30816,4800,,3-4-2020 1:56:00 PM,,,"PORK, FROZEN",,-18,C,N,,,,,,,,,,,,,,,,,,,,,,,,,
CAIU3029545,20GP86,,ZIM,VESSEL,,FCL,SHA,V-ANAM09-110108,ZIMUMTL0084252,EXPRT,ANAM / 09,29232,2200,,3-5-2020 11:12:00 AM,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU7157305,40GP96,,ZIM,VESSEL,,FCL,KHH,V-ANAM09-660086,ZIMUORF0962701,EXPRT,ANAM / 09,28904,3700,,3-5-2020 11:27:29 AM,,,CUT GREENS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCNU2764641,40GP96,,ZIM,VESSEL,,FCL,KHH,V-ANAM09-660084,ZIMUORF0962701,EXPRT,ANAM / 09,28904,3700,,3-5-2020 12:45:36 PM,,,CUT GREENS,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU8834000,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500116,ZIMUVAN0081188,EXPRT,ANAM / 09,28041,3900,,3-5-2020 1:57:12 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
FSCU8156030,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-300610,ZIMUVAN0081169,EXPRT,ANAM / 09,27765,3830,,3-5-2020 2:34:36 PM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TGHU2699300,20GP86,,ZIM,VESSEL,,FCL,XMN,V-ANAM09-230906,ZIMUMTL0083980,EXPRT,ANAM / 09,29242,2200,,3-5-2020 1:06:24 PM,,,"LENTILS, BULK",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
FSCU8213974,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500114,ZIMUVAN0081199,EXPRT,ANAM / 09,28855,38300,,3-5-2020 2:09:48 PM,,,LUMBER,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
TCKU6008020,40GP96,,ZIM,VESSEL,,FCL,PUS,V-ANAM09-500102,ZIMUVAN0081188,EXPRT,ANAM / 09,27256,3730,,3-5-2020 2:25:26 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
ZCSU7037038,40GP96,,ZIM,VESSEL,,FCL,NGB,V-ANAM09-380310,ZIMUVAN937854,EXPRT,ANAM / 09,29448,3900,,3-5-2020 2:41:46 PM,,,"WOODPULP, BALED-UNITIZED",,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
